Loyalty Number,Total Flights_sum,Total Flights_mean,Total Flights_std,Total Flights_max,Distance_sum,Distance_mean,Points Accumulated_sum,Points Accumulated_mean,Points Redeemed_sum,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,cluster
595083,41,1.7083333333333333,1.8528278426483,5,53145,2214.375,53145.0,2214.375,613,25.541666666666668,3,-0.0369565217391304,0.0115344811365133,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,68175.0,Single,Nova,22620.75,Standard,2015,3,,,1
595169,54,2.25,1.7997584378973217,6,81658,3402.4166666666665,81658.0,3402.4166666666665,0,0.0,2,0.0460869565217391,0.0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48601.0,Divorced,Nova,5749.88,Standard,2012,7,,,4
595215,28,1.1666666666666667,1.4645571126562065,4,43077,1794.875,43077.0,1794.875,437,18.20833333333333,3,0.0017391304347825,0.0101446247417415,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,55914.0,Married,Star,2688.86,Standard,2016,1,,,3
595235,40,1.6666666666666667,1.7610932046210157,5,63847,2660.2916666666665,63847.0,2660.2916666666665,1623,67.625,2,0.0347826086956521,0.0254201450342224,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,49960.0,Married,Star,7297.69,Standard,2015,12,,,1
595236,19,0.7916666666666666,1.444003091248849,4,28557,1189.875,28557.0,1189.875,0,0.0,17,0.1343478260869565,0.0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,60897.0,Married,Star,2712.83,Standard,2018,5,,,4
595320,52,2.1666666666666665,1.9708013524996608,6,80690,3362.083333333333,80690.0,3362.083333333333,2220,92.5,2,-0.0052173913043478,0.0275127029371669,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Divorced,Star,2462.86,Standard,2013,1,,,3
595323,37,1.5416666666666667,1.3180739131701644,4,62834,2618.083333333333,62834.0,2618.083333333333,635,26.45833333333333,3,-0.0360869565217391,0.0101059935703599,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,53005.0,Single,Star,2272.34,Standard,2015,11,,,3
595325,43,1.7916666666666667,1.8876985450811388,6,67236,2801.5,67236.0,2801.5,585,24.375,3,-0.0734782608695652,0.0087006960556844,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,51574.0,Married,Aurora,5149.3,Standard,2013,11,,,3
595334,6,0.25,0.8968544062928813,4,4734,197.25,4734.0,197.25,0,0.0,20,0.0495652173913043,0.0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,62830.0,Married,Nova,6347.5,Standard,2018,7,,,4
595529,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,103705.0,Single,Star,6375.08,Standard,2015,2,2015.0,10.0,0
595624,5,0.2083333333333333,0.832970935693524,4,6152,256.3333333333333,6152.0,256.3333333333333,0,0.0,22,0.0491304347826087,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,51161.0,Single,Aurora,6852.36,Standard,2018,10,,,0
595658,41,1.7083333333333333,1.8991798382383416,6,59660,2485.833333333333,59660.0,2485.833333333333,2435,101.45833333333331,3,-0.1100000000000001,0.0408146161582299,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,53724.0,Single,Nova,10960.94,Standard,2013,3,,,1
595681,30,1.25,1.4218787326754638,5,46085,1920.2083333333333,46085.0,1920.2083333333333,360,15.0,3,-0.0330434782608696,0.007811652381469,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,80052.0,Single,Star,4762.82,Standard,2015,4,,,3
595747,33,1.375,1.2445533509971602,4,40693,1695.5416666666667,40693.0,1695.5416666666667,898,37.41666666666666,2,0.0204347826086956,0.0220676774875285,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,68175.0,Divorced,Nova,8355.51,Standard,2016,3,,,1
595775,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,66546.0,Single,Star,2393.12,Standard,2018,12,,,0
595965,49,2.0416666666666665,1.876146992170892,6,80812,3367.1666666666665,80812.0,3367.1666666666665,523,21.791666666666668,4,-0.0239130434782609,0.0064718111171608,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,4936.89,Standard,2013,2,,,3
595978,27,1.125,1.5690623065191294,5,36057,1502.375,36057.0,1502.375,0,0.0,5,0.0491304347826086,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,High School or Below,65565.0,Married,Aurora,5498.94,Standard,2017,5,,,4
595980,38,1.5833333333333333,1.6396358733271998,5,58255,2427.2916666666665,58255.0,2427.2916666666665,1553,64.70833333333333,2,0.0539130434782608,0.026658655909364,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,50872.0,Married,Nova,13269.6,Standard,2016,1,,,1
596004,34,1.4166666666666667,1.5298953265321544,4,58198,2424.9166666666665,58198.0,2424.9166666666665,1751,72.95833333333333,3,0.057391304347826,0.0300869445685418,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4881.75,Standard,2013,1,,,3
596033,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Alberta,Banff,T4V 1D4,Female,Doctor,94871.0,Divorced,Star,3041.79,Standard,2015,8,2016.0,9.0,0
596153,27,1.125,1.727337735410743,5,36417,1517.375,36417.0,1517.375,382,15.916666666666666,7,-0.0447826086956521,0.0104896065024576,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Married,Nova,4821.99,Standard,2014,2,,,3
596171,9,0.375,0.9696480760071398,4,17441,726.7083333333334,17441.0,726.7083333333334,1817,75.70833333333333,18,0.07,0.1041798062037727,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,8169.33,Standard,2018,6,,,3
596173,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,56714.0,Married,Aurora,20003.14,Standard,2015,8,2016.0,4.0,0
596179,44,1.8333333333333333,1.809796209201627,5,79867,3327.7916666666665,79867.0,3327.7916666666665,0,0.0,3,-0.1321739130434783,0.0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50879.0,Single,Star,3933.81,Standard,2014,3,,,4
596297,23,0.9583333333333334,1.7062332443303203,6,33388,1391.1666666666667,33388.0,1391.1666666666667,983,40.958333333333336,12,0.1178260869565217,0.0294417155864382,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,70053.0,Married,Nova,7413.42,Standard,2017,11,,,1
596327,33,1.375,1.663221076052756,5,36485,1520.2083333333333,36485.0,1520.2083333333333,492,20.5,5,0.0204347826086956,0.013484993833082,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,2434.09,Standard,2016,1,,,3
596390,26,1.0833333333333333,1.4421200175184925,4,42406,1766.9166666666667,42406.0,1766.9166666666667,0,0.0,4,0.0478260869565217,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,75473.0,Married,Aurora,5251.98,Standard,2017,4,,,4
596462,68,6.181818181818182,6.289963144855172,16,106264,9660.363636363636,159396.0,14490.545454545454,1193,108.45454545454544,2,0.4363636363636366,0.0074845040026098,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Divorced,Star,7757.13,2018 Promotion,2018,3,,,2
596544,52,4.727272727272728,5.06144068602822,12,71006,6455.090909090909,106509.0,9682.636363636364,777,70.63636363636364,2,0.7363636363636364,0.0072951581556488,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,2448.65,2018 Promotion,2018,3,,,2
596586,41,1.7083333333333333,1.756458063130524,5,71541,2980.875,71541.0,2980.875,1488,62.0,4,0.0734782608695652,0.0207992619616723,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,88321.0,Divorced,Aurora,5365.54,Standard,2013,8,,,3
596674,43,1.7916666666666667,1.6675722177612804,6,73566,3065.25,73566.0,3065.25,0,0.0,2,-0.0465217391304348,0.0,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,86483.0,Married,Star,9521.68,Standard,2014,1,,,4
596787,45,1.875,1.8953604681821936,6,65907,2746.125,65907.0,2746.125,802,33.416666666666664,4,0.0195652173913043,0.0121686619023775,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58789.0,Married,Star,8132.7,Standard,2016,5,,,1
596818,19,0.7916666666666666,1.062366786192884,3,30387,1266.125,30387.0,1266.125,404,16.833333333333332,6,-0.0082608695652174,0.0132951591140948,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96926.0,Single,Star,14042.1,Standard,2013,10,,,1
596911,28,1.1666666666666667,1.4645571126562065,5,38461,1602.5416666666667,38461.0,1602.5416666666667,1588,66.16666666666667,5,-0.0704347826086957,0.0412885780400925,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,85848.0,Married,Aurora,24636.97,Standard,2013,7,,,1
597023,38,1.5833333333333333,1.8157922373651016,6,54923,2288.458333333333,54923.0,2288.458333333333,505,21.041666666666668,4,-0.0660869565217391,0.0091946907488665,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79336.0,Married,Nova,5525.47,Standard,2013,12,,,3
597124,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,5373.72,Standard,2013,3,2016.0,7.0,0
597156,20,1.818181818181818,3.280798129058897,8,31488,2862.5454545454545,47232.0,4293.818181818182,0,0.0,5,-0.1454545454545452,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85447.0,Married,Nova,5639.94,2018 Promotion,2018,2,,,4
597189,31,1.2916666666666667,1.7315277663950706,6,42131,1755.4583333333333,42131.0,1755.4583333333333,1023,42.625,5,0.0326086956521739,0.0242814079893665,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Star,4025.1,Standard,2017,5,,,3
597191,25,1.0416666666666667,1.26762930621338,5,38821,1617.5416666666667,38821.0,1617.5416666666667,824,34.333333333333336,4,-0.0639130434782609,0.0212256253058911,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,2275.36,Standard,2015,12,,,3
597197,33,1.375,1.7891581697887244,6,40342,1680.9166666666667,40342.0,1680.9166666666667,2356,98.16666666666669,8,0.1056521739130434,0.0584006742352882,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,96494.0,Married,Star,2504.91,Standard,2015,11,,,3
597209,45,1.875,2.193121658434765,7,77039,3209.958333333333,77039.0,3209.958333333333,516,21.5,5,-0.0795652173913043,0.0066979062552733,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,75327.0,Married,Nova,3420.66,Standard,2013,11,2018.0,7.0,3
597228,39,1.625,1.5828565262236167,5,52866,2202.75,52866.0,2202.75,1003,41.79166666666666,3,-0.0665217391304348,0.0189724965005863,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,57188.0,Married,Star,4434.41,Standard,2016,3,,,3
597237,31,1.2916666666666667,1.517411029314094,5,43899,1829.125,43899.0,1829.125,1876,78.16666666666667,4,0.0213043478260869,0.0427344586437048,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,6940.97,Standard,2014,7,,,3
597267,37,1.5416666666666667,1.6412923504696368,4,49927,2080.2916666666665,49927.0,2080.2916666666665,0,0.0,4,0.0039130434782608,0.0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97240.0,Divorced,Star,5170.36,Standard,2012,9,,,4
597294,41,3.727272727272727,6.034747866993436,16,49777,4525.181818181818,74665.5,6787.772727272727,0,0.0,4,0.9909090909090909,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,52971.0,Married,Star,2791.88,2018 Promotion,2018,2,,,2
597300,36,1.5,1.560378995210988,5,47705,1987.7083333333333,47705.0,1987.7083333333333,432,18.0,3,0.0278260869565217,0.0090556545435488,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,70159.0,Married,Nova,4982.68,Standard,2012,4,,,3
597313,33,1.375,1.8606333657491825,6,54316,2263.1666666666665,54316.0,2263.1666666666665,0,0.0,5,-0.0039130434782609,0.0,Canada,Nova Scotia,Halifax,B3J 9S2,Female,High School or Below,79097.0,Married,Star,12023.75,Standard,2013,10,,,4
597522,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Nova,3649.19,Standard,2015,9,2016.0,5.0,0
597532,29,1.2083333333333333,1.5597983890531346,6,47549,1981.2083333333333,47549.0,1981.2083333333333,658,27.416666666666668,3,0.038695652173913,0.0138383562220025,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,11095.97,Standard,2015,12,,,1
597630,7,0.2916666666666667,1.0826363421183325,5,6945,289.375,6945.0,289.375,0,0.0,21,-0.0613043478260869,0.0,Canada,Quebec,Montreal,H3T 8L4,Male,College,,Married,Star,4715.29,Standard,2015,12,2017.0,4.0,4
597837,44,1.8333333333333333,1.659404467996214,5,70480,2936.6666666666665,70480.0,2936.6666666666665,1217,50.708333333333336,2,-0.0556521739130435,0.0172673098751418,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,72180.0,Married,Star,6446.71,Standard,2013,5,,,3
597897,5,0.2083333333333333,0.5089773777040516,2,6953,289.7083333333333,6953.0,289.7083333333333,0,0.0,18,0.0421739130434782,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,4759.66,Standard,2018,6,,,4
597981,34,1.4166666666666667,1.6129008882638507,5,50961,2123.375,50961.0,2123.375,838,34.916666666666664,2,0.0478260869565217,0.0164439473322737,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,48626.0,Married,Aurora,8789.88,Standard,2016,11,,,1
598016,42,1.75,2.005427418391098,6,44891,1870.4583333333333,44891.0,1870.4583333333333,1952,81.33333333333333,3,0.1739130434782609,0.0434831035174088,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,89419.0,Married,Star,4742.62,Standard,2016,5,,,3
598059,33,1.375,1.4084373085707125,5,43226,1801.0833333333333,43226.0,1801.0833333333333,1771,73.79166666666667,3,-0.0473913043478261,0.0409707120714384,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,99753.0,Married,Star,8459.05,Standard,2016,3,,,1
598258,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,88759.0,Married,Aurora,5256.92,Standard,2015,3,2016.0,11.0,0
598360,32,1.3333333333333333,1.7856107630448046,6,51673,2153.0416666666665,51673.0,2153.0416666666665,1761,73.375,4,-0.028695652173913,0.034079693456931,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,69696.0,Single,Star,11009.13,Standard,2012,7,,,1
598364,35,1.4583333333333333,1.9105921382756128,6,37308,1554.5,37308.0,1554.5,424,17.666666666666668,6,0.0673913043478261,0.0113648547228476,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,68532.0,Single,Nova,5079.67,Standard,2017,1,,,3
598369,42,1.75,1.799758437897322,6,63920,2663.333333333333,63920.0,2663.333333333333,1276,53.16666666666666,4,-0.1173913043478261,0.0199624530663329,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,67642.0,Married,Aurora,5847.42,Standard,2013,7,,,3
598398,25,1.0416666666666667,1.517411029314094,5,32739,1364.125,32739.0,1364.125,1402,58.41666666666666,6,0.0030434782608695,0.042823543785699,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,60926.0,Married,Aurora,5281.83,Standard,2016,11,,,3
598705,44,1.8333333333333333,1.8336626845141697,5,66447,2768.625,66447.0,2768.625,0,0.0,3,-0.0321739130434783,0.0,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,55356.0,Married,Star,10094.13,Standard,2014,10,,,4
598706,28,1.1666666666666667,1.5788456616111677,4,43201,1800.0416666666667,43201.0,1800.0416666666667,486,20.25,9,-0.0965217391304348,0.0112497395893613,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,81762.0,Married,Nova,5244.4,Standard,2013,12,2018.0,3.0,3
598711,26,1.0833333333333333,1.742478661005055,6,42145,1756.0416666666667,42145.0,1756.0416666666667,868,36.16666666666666,12,0.168695652173913,0.0205955629374777,Canada,Nova Scotia,Halifax,B3J 9S2,Female,High School or Below,54033.0,Single,Nova,12298.69,Standard,2017,12,,,1
598760,36,1.5,1.7194539072421902,5,52224,2176.0,52224.0,2176.0,0,0.0,3,0.0113043478260869,0.0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,64255.0,Married,Star,31758.35,Standard,2013,4,,,4
598799,42,1.75,1.5393392145304767,5,69581,2899.208333333333,69581.0,2899.208333333333,1458,60.75,2,0.0426086956521738,0.0209539960621434,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57954.0,Married,Nova,5066.63,Standard,2015,1,,,3
599078,22,0.9166666666666666,1.5298953265321549,5,23185,966.0416666666666,23185.0,966.0416666666666,1793,74.70833333333333,12,0.1069565217391304,0.0773344835022643,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Married,Star,2710.15,Standard,2017,11,,,3
599145,38,1.5833333333333333,2.165272684236664,6,39749,1656.2083333333333,39749.0,1656.2083333333333,687,28.625,4,0.0086956521739129,0.0172834536717904,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,91572.0,Divorced,Star,2665.74,Standard,2015,10,,,3
599184,42,1.75,1.93929615201428,6,52848,2202.0,52848.0,2202.0,0,0.0,6,0.1130434782608695,0.0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,73995.0,Single,Aurora,7442.57,Standard,2017,5,,,4
599341,58,2.4166666666666665,1.665941871387048,6,102009,4250.375,102009.0,4250.375,1863,77.625,1,-0.0565217391304348,0.0182630944328441,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54890.0,Married,Star,3891.54,Standard,2015,11,,,3
599369,24,1.0,1.4744195615489712,5,35299,1470.7916666666667,35299.0,1470.7916666666667,565,23.541666666666668,8,0.0991304347826086,0.016006119153517,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,86727.0,Single,Star,14083.97,Standard,2013,5,,,1
599372,28,1.1666666666666667,1.5510632164580769,5,41541,1730.875,41541.0,1730.875,506,21.08333333333333,5,0.1434782608695652,0.0121807371031029,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Star,2537.74,Standard,2013,8,,,3
599394,13,0.5416666666666666,1.3180739131701644,5,22291,928.7916666666666,22291.0,928.7916666666666,0,0.0,19,0.1021739130434782,0.0,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,75231.0,Single,Aurora,13770.98,Standard,2018,5,,,4
599442,31,1.2916666666666667,1.6544844636864109,6,44746,1864.4166666666667,44746.0,1864.4166666666667,915,38.125,2,0.0117391304347826,0.0204487551959951,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,2500.24,Standard,2017,2,,,3
599483,48,2.0,1.8650096164806276,6,65847,2743.625,65847.0,2743.625,1166,48.583333333333336,1,0.0547826086956521,0.0177077163728036,Canada,Quebec,Montreal,H4G 3T4,Female,Master,75327.0,Married,Star,3420.66,Standard,2014,2,,,3
599491,48,2.0,1.7693034738587656,6,63895,2662.2916666666665,63895.0,2662.2916666666665,1290,53.75,2,0.0356521739130434,0.0201893731903904,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,86854.0,Married,Star,4993.03,Standard,2016,2,,,3
599560,20,0.8333333333333334,1.2394482175782782,4,27808,1158.6666666666667,27808.0,1158.6666666666667,1973,82.20833333333333,12,-0.0991304347826087,0.0709508055235903,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79936.0,Married,Nova,8013.9,Standard,2016,6,2017.0,12.0,3
599746,34,1.4166666666666667,1.8157922373651016,6,39505,1646.0416666666667,39505.0,1646.0416666666667,796,33.166666666666664,3,0.0608695652173912,0.0201493481837742,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,3167.66,Standard,2012,11,,,3
599778,45,4.090909090909091,5.20489280301805,16,58915,5355.909090909091,88372.5,8033.863636363636,340,30.90909090909091,2,-0.1272727272727272,0.0038473507029901,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,44642.0,Single,Star,17646.73,2018 Promotion,2018,3,,,1
599873,4,0.1666666666666666,0.6370220572706061,3,4900,204.16666666666663,4900.0,204.16666666666663,562,23.416666666666668,20,0.0313043478260869,0.1146938775510204,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,76362.0,Married,Star,5356.14,Standard,2018,5,,,3
599925,18,0.75,1.2597446256043845,4,26349,1097.875,26349.0,1097.875,433,18.041666666666668,7,0.0199999999999999,0.0164332612243348,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,93320.0,Married,Nova,7334.52,Standard,2017,7,2018.0,8.0,1
600013,20,0.8333333333333334,1.5510632164580769,5,34821,1450.875,34821.0,1450.875,0,0.0,13,0.1017391304347826,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,67717.0,Divorced,Star,4756.91,Standard,2017,12,,,4
600021,14,0.5833333333333334,1.24818709114169,4,17999,749.9583333333334,17999.0,749.9583333333334,0,0.0,9,-0.0095652173913043,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,50949.0,Married,Nova,8457.46,Standard,2017,8,2018.0,4.0,4
600063,46,1.9166666666666667,1.9763089590064795,6,75744,3156.0,75744.0,3156.0,440,18.33333333333333,4,-0.0452173913043478,0.0058090409801436,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74964.0,Married,Star,4362.93,Standard,2013,5,,,3
600220,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Nova,8107.27,Standard,2012,5,,,0
600302,38,1.5833333333333333,1.742478661005055,5,57608,2400.333333333333,57608.0,2400.333333333333,338,14.083333333333334,3,0.0895652173913043,0.0058672406610193,Canada,British Columbia,Whistler,V6T 1Y8,Female,Master,82940.0,Married,Star,2719.51,Standard,2017,2,,,3
600309,57,5.181818181818182,7.082629198513527,24,86733,7884.818181818182,130099.5,11827.227272727272,0,0.0,3,-0.0090909090909087,0.0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,62468.0,Married,Nova,3433.82,2018 Promotion,2018,4,,,2
600432,39,1.625,1.9067956275430755,6,62047,2585.2916666666665,62047.0,2585.2916666666665,1652,68.83333333333333,4,0.0247826086956521,0.0266249778393798,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,75681.0,Married,Aurora,23144.13,Standard,2017,1,,,1
600482,28,1.1666666666666667,1.493949148388597,5,42979,1790.7916666666667,42979.0,1790.7916666666667,316,13.166666666666666,3,-0.0617391304347826,0.0073524279299192,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,87147.0,Married,Nova,7865.18,Standard,2014,11,,,1
600541,4,0.1666666666666666,0.6370220572706061,3,6330,263.75,6330.0,263.75,0,0.0,21,0.0347826086956521,0.0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,93598.0,Married,Aurora,27440.61,Standard,2018,8,,,0
600563,40,1.6666666666666667,1.685401943200769,5,64572,2690.5,64572.0,2690.5,1513,63.04166666666666,4,-0.0034782608695652,0.0234312085733754,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,187495.0,Married,Nova,11714.78,Standard,2015,11,,,1
600598,39,1.625,1.8132963018384145,6,60162,2506.75,60162.0,2506.75,1976,82.33333333333333,2,-0.0534782608695652,0.032844652770852,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,4711.85,Standard,2015,12,,,3
600651,45,1.875,2.006781979449556,5,56556,2356.5,56556.0,2356.5,2283,95.125,2,0.0317391304347825,0.040367069806917,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,61836.0,Married,Nova,2956.36,Standard,2012,6,,,3
600664,57,2.375,2.08123082312617,7,80599,3358.2916666666665,80599.0,3358.2916666666665,1209,50.375,1,-0.0186956521739131,0.0150001861065273,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,60416.0,Divorced,Star,2438.53,Standard,2012,6,,,3
600712,19,0.7916666666666666,1.1025333147551268,3,28318,1179.9166666666667,28318.0,1179.9166666666667,1345,56.04166666666666,6,0.0578260869565217,0.0474962921110247,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,65018.0,Married,Aurora,13466.92,Standard,2017,5,,,1
600746,36,1.5,1.3513278493843524,5,59138,2464.083333333333,59138.0,2464.083333333333,0,0.0,2,-0.0295652173913044,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,48521.0,Divorced,Star,19160.99,Standard,2014,3,,,4
600756,39,1.625,1.6100904646471967,5,57372,2390.5,57372.0,2390.5,1075,44.79166666666666,3,0.016086956521739,0.0187373631736735,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,4102.2,Standard,2012,6,,,3
600785,45,1.875,2.132818099013196,6,70427,2934.458333333333,70427.0,2934.458333333333,0,0.0,2,0.078695652173913,0.0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52775.0,Married,Star,2432.96,Standard,2016,7,,,4
600792,8,0.3333333333333333,0.8681147322824312,3,11163,465.125,11163.0,465.125,463,19.291666666666668,12,0.0469565217391304,0.0414763056526023,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,80479.0,Divorced,Nova,2785.42,Standard,2017,10,,,3
600820,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,228861.0,Divorced,Aurora,4992.92,Standard,2012,6,,,0
600884,37,1.5416666666666667,1.9332146390351248,5,48762,2031.75,48762.0,2031.75,1068,44.5,5,0.0647826086956522,0.0219023009720684,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Divorced,Star,8007.4,Standard,2013,12,,,1
600914,37,1.5416666666666667,1.5316704909195136,5,54453,2268.875,54453.0,2268.875,396,16.5,4,0.0213043478260869,0.0072723265935761,Canada,Ontario,Toronto,M2M 6J7,Male,Doctor,157933.0,Single,Nova,4276.92,Standard,2013,3,,,3
600923,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57031.0,Married,Aurora,8023.08,Standard,2013,1,2016.0,9.0,0
601027,45,1.875,1.6500988112705617,6,69524,2896.833333333333,69524.0,2896.833333333333,1210,50.41666666666666,1,-0.0865217391304347,0.0174040619066797,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79157.0,Divorced,Aurora,7122.27,Standard,2014,9,,,1
601068,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Married,Aurora,8430.06,Standard,2015,10,2016.0,12.0,0
601105,39,1.625,2.0390215044604543,7,72972,3040.5,72972.0,3040.5,0,0.0,5,0.0091304347826086,0.0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,54798.0,Married,Star,12487.58,Standard,2012,9,,,4
