Loyalty Number,max_inactive_streak,Cancellation Year,churn,cluster
522285,15,,1,2
522408,4,,0,1
522493,2,,0,3
522572,2,,0,1
522618,3,,0,3
522677,3,,0,1
522758,2,,0,1
522763,16,,1,2
522788,22,,1,3
522851,24,,1,0
522866,3,,0,1
522924,1,,0,3
522935,4,,0,3
523037,15,2018.0,1,4
523110,2,,0,3
523170,5,,0,4
523188,15,,1,2
523194,14,2018.0,1,2
523210,2,,0,1
523246,3,,0,3
523272,2,,0,3
523288,4,,0,3
523296,8,,1,3
523394,2,,0,3
523399,10,2018.0,1,1
523642,4,,0,4
523722,7,,1,3
523897,3,,0,1
523904,3,,0,1
523979,22,,1,4
524055,4,,0,1
524234,2,,0,3
524379,5,,0,3
524483,3,,0,3
524536,24,2016.0,1,0
524586,8,,1,4
524951,24,,1,0
524968,14,2018.0,1,4
525129,1,,0,3
525188,3,,0,3
525202,23,,1,0
525245,17,,1,3
525246,2,,0,1
525476,24,2016.0,1,0
525508,13,,1,2
525525,6,,1,3
525548,3,,0,1
525579,2,,0,1
525612,6,,1,1
525740,2,,0,1
525765,1,,0,1
525866,24,2015.0,1,0
525918,11,,1,1
526020,16,,1,2
526064,17,,1,4
526094,2,,0,1
526164,2,,0,4
526165,2,,0,4
526222,3,,0,1
526316,4,,0,3
526344,15,,1,3
526349,2,,0,3
526374,4,,0,1
526479,21,,1,0
526481,6,,1,1
526508,2,,0,3
526579,4,,0,4
526586,2,,0,3
526629,18,,1,2
526644,1,,0,3
526663,5,,0,3
526736,21,2017.0,1,4
526747,5,,0,3
526765,2,,0,3
526784,1,,0,4
526822,5,,0,4
526867,20,,1,4
526975,24,2016.0,1,0
527004,3,,0,1
527067,2,,0,3
527090,22,,1,3
527194,5,,0,4
527235,5,,0,1
527244,11,,1,4
527337,3,,0,3
527414,24,2013.0,1,0
527434,4,2018.0,1,3
527565,4,,0,1
527582,2,,0,1
527622,2,,0,3
527640,3,,0,4
527656,9,2018.0,1,4
527712,2,,0,1
527773,5,,0,4
527838,4,,0,4
527941,2,,0,1
527944,24,2017.0,1,0
528055,1,,0,1
528074,24,,1,0
528095,24,2014.0,1,0
528122,4,,0,3
528160,2,,0,3
528173,4,,0,3
528226,3,,0,1
528229,3,,0,3
528260,18,,1,1
528331,3,,0,3
528332,3,,0,3
528363,10,,1,3
528413,5,,0,1
528447,1,,0,1
528492,4,2018.0,1,3
528693,3,,0,3
528697,18,,1,3
528712,5,,0,3
528782,24,2015.0,1,0
528809,2,,0,1
528985,2,,0,1
529085,3,,0,1
529098,11,,1,3
529106,4,,0,4
529140,2,,0,3
529218,2,,0,3
529331,24,2015.0,1,0
529390,6,,1,1
529415,3,,0,3
529458,3,,0,1
529471,3,,0,4
529544,12,2018.0,1,4
529579,20,,1,0
529733,18,,1,4
529746,13,,1,4
529922,3,,0,1
529988,24,,1,0
530051,2,,0,1
530098,4,,0,1
530105,11,2018.0,1,3
530113,12,,1,4
530119,11,,1,4
530206,3,,0,3
530214,18,2017.0,1,3
530235,4,,0,1
530281,3,,0,3
530299,3,,0,1
530425,3,,0,3
530436,3,,0,3
530508,2,,0,4
530517,5,,0,4
530613,7,,1,1
530621,17,,1,1
530666,3,,0,1
530712,24,2016.0,1,0
530770,2,,0,1
530833,3,,0,3
530839,2,,0,1
530880,3,,0,1
530955,5,,0,1
530978,2,,0,3
531052,3,,0,1
531201,24,,1,0
531286,2,,0,3
531290,12,,1,1
531293,8,,1,3
531398,5,,0,1
531430,5,,0,3
531514,3,,0,4
531515,7,,1,3
531619,3,,0,4
531793,3,,0,3
531841,2,,0,3
531868,3,,0,4
531976,3,,0,1
532203,3,,0,4
532333,3,,0,3
532334,24,2016.0,1,0
532376,23,,1,0
532378,2,,0,3
532419,15,,1,2
532422,2,,0,3
532464,2,,0,1
532592,2,,0,1
532752,24,2015.0,1,0
532759,10,,1,1
532813,3,,0,3
532832,1,,0,1
532848,13,2017.0,1,3
532925,16,2017.0,1,3
532945,14,2018.0,1,2
532978,5,,0,4
532997,3,,0,1
533157,3,2018.0,1,3
533198,3,,0,1
533213,12,2017.0,1,4
533302,2,,0,3
533365,3,,0,1
533388,24,2016.0,1,0
533391,17,,1,4
533470,3,,0,3
533488,20,,1,3
533509,2,,0,3
533539,5,,0,1
533638,2,,0,3
533666,5,,0,3
533742,3,,0,3
533766,5,,0,3
533950,3,,0,1
534009,3,,0,1
534151,7,,1,1
534324,24,2015.0,1,0
534452,2,,0,1
534464,4,,0,3
534481,2,,0,1
534505,24,,1,0
534510,11,2018.0,1,4
534571,24,,1,0
534649,4,,0,4
534716,3,,0,3
534734,2,,0,1
534764,21,,1,3
534794,24,,1,0
534805,21,,1,4
534813,3,,0,4
534904,3,,0,3
534905,3,,0,4
534972,2,,0,1
535151,3,,0,1
535183,16,2017.0,1,1
535233,2,,0,1
535251,3,,0,1
535320,4,,0,3
535327,23,,1,0
535367,5,,0,1
535413,13,,1,3
535436,4,,0,3
535482,3,,0,1
535525,8,2018.0,1,4
535539,2,,0,3
535544,2,,0,3
535587,4,,0,1
535852,5,,0,1
535892,2,,0,1
535944,1,,0,3
536018,3,,0,4
536021,22,,1,3
536066,2,,0,3
536082,3,,0,3
536092,5,,0,1
536124,13,,1,4
536132,6,2018.0,1,3
536186,2,,0,4
536371,18,,1,4
536409,5,,0,4
536485,2,,0,3
536517,3,,0,1
536535,4,,0,3
536567,2,,0,3
536577,4,,0,4
536603,11,,1,4
536671,2,,0,4
536699,17,2017.0,1,4
536794,4,,0,1
536823,3,,0,1
536848,18,2017.0,1,3
536941,12,,1,4
536959,24,,1,0
537013,2,,0,1
537038,3,,0,3
537124,3,,0,3
537132,3,,0,3
537387,2,,0,3
537397,2,,0,4
537405,14,,1,2
537421,3,2018.0,1,1
537613,2,,0,3
537701,3,,0,1
537711,3,,0,4
537722,2,,0,1
537795,2,,0,3
537829,19,,1,3
537852,2,,0,3
537887,10,,1,1
537907,2,,0,1
537914,8,,1,3
537990,3,,0,1
538042,4,,0,3
538308,24,2014.0,1,0
538341,2,,0,3
538507,2,,0,1
538550,3,,0,1
538760,12,,1,4
538770,3,,0,1
538795,8,,1,1
538854,2,,0,3
538877,3,,0,1
538902,13,,1,4
538949,17,,1,3
538979,8,,1,3
539106,3,,0,3
539125,4,2018.0,1,4
539144,5,,0,3
539322,6,,1,1
539358,2,,0,3
539370,5,,0,4
539436,4,,0,3
539505,22,,1,0
539537,3,,0,3
539599,23,,1,4
539673,10,2018.0,1,3
539674,2,,0,3
539704,1,,0,1
539705,24,2014.0,1,0
539739,15,2018.0,1,2
539742,2,,0,3
539746,18,,1,4
539760,3,,0,1
539776,3,,0,3
539854,13,2017.0,1,1
539941,24,2015.0,1,0
540011,2,,0,1
540109,4,,0,1
540112,3,,0,1
540142,3,,0,1
540268,9,,1,3
540291,24,,1,0
540316,2,,0,1
540380,18,,1,1
540497,9,,1,3
540548,4,,0,1
540551,3,,0,4
540628,2,,0,4
540715,16,,1,2
540751,3,,0,3
540756,3,,0,1
540796,22,2017.0,1,3
540836,24,,1,0
540901,24,2016.0,1,0
540905,3,,0,3
540918,2,,0,3
540966,5,,0,3
541000,2,,0,4
541008,16,,1,2
541009,2,,0,3
541037,13,,1,2
541040,9,2018.0,1,3
541078,10,,1,3
541163,2,,0,3
541178,2,,0,3
541239,8,,1,1
541358,3,,0,3
541410,21,,1,4
541435,2,,0,1
541557,5,,0,1
541564,4,,0,3
541741,8,,1,1
541751,11,,1,4
541898,8,,1,3
541953,8,2018.0,1,1
541961,2,,0,1
542002,5,,0,3
542014,2,,0,3
542043,3,,0,1
542085,3,,0,1
542089,22,2017.0,1,4
542118,3,,0,3
542180,4,,0,3
542182,4,,0,3
542208,24,2016.0,1,0
542287,3,,0,4
542296,2,,0,1
542574,23,,1,0
542636,24,,1,0
542696,4,,0,3
542893,3,,0,1
542934,21,,1,4
542976,15,,1,2
543119,2,,0,3
543285,9,,1,4
543326,3,,0,3
543422,3,,0,1
543449,20,,1,3
543456,13,2018.0,1,4
543460,1,,0,3
543478,10,,1,3
543553,23,,1,0
543599,24,2015.0,1,0
543693,3,,0,3
543852,3,,0,1
543862,4,,0,1
543881,12,2017.0,1,4
543901,3,,0,3
543918,1,,0,3
543956,14,,1,2
543978,4,,0,3
544167,3,,0,1
544182,2,2018.0,1,1
544301,8,,1,1
544306,9,2018.0,1,4
544337,3,,0,1
544421,2,,0,1
544493,1,,0,1
544561,4,,0,3
544569,6,,1,3
544619,9,2018.0,1,4
544690,9,,1,3
544752,3,,0,1
544837,5,,0,4
544890,2,,0,1
545010,20,,1,3
545087,4,,0,3
545127,3,,0,1
545144,12,,1,3
545179,13,,1,2
545278,3,,0,3
545378,3,,0,4
545410,7,2018.0,1,4
545421,3,,0,1
545497,2,,0,3
545514,24,,1,0
545534,3,,0,1
545541,4,,0,3
545567,2,,0,3
545582,2,,0,1
545586,10,,1,3
545638,23,,1,0
545659,3,,0,1
545744,5,,0,4
545883,3,,0,1
545889,24,,1,0
545917,2,,0,3
545947,4,,0,1
546025,2,,0,3
546037,24,2016.0,1,0
546039,4,,0,4
546163,17,,1,2
546171,24,2015.0,1,0
546177,3,,0,1
546231,5,,0,4
546259,24,,1,0
546456,7,,1,3
546665,4,,0,3
546736,20,,1,4
546758,3,,0,3
546773,2,,0,1
546796,2,,0,3
546827,3,,0,1
546869,8,,1,3
546994,19,2017.0,1,1
546997,12,,1,1
547016,2,,0,1
547190,2,,0,3
547213,2,,0,3
547217,24,2014.0,1,0
547342,14,,1,2
547355,3,,0,3
547357,1,,0,3
547360,3,,0,3
547407,5,,0,4
547442,16,,1,2
547500,4,,0,3
547522,12,,1,1
547542,3,,0,4
547559,3,,0,3
547561,3,,0,4
547575,3,,0,3
547649,4,,0,1
547699,2,,0,3
547764,24,2014.0,1,0
547802,6,,1,1
547994,24,2016.0,1,0
548037,4,,0,1
548126,3,,0,1
548202,24,,1,0
548228,4,,0,1
548238,4,,0,3
548244,2,,0,1
548251,3,,0,3
548335,2,,0,3
548390,16,,1,2
548565,4,,0,1
548638,20,,1,0
548682,2,,0,3
548722,3,,0,4
548752,3,,0,3
548883,24,2015.0,1,0
548999,2,,0,4
549034,7,,1,1
549064,2,,0,3
549080,3,,0,4
549091,9,,1,3
549132,8,,1,3
549200,9,2018.0,1,1
549238,4,,0,4
549402,3,,0,1
549404,15,,1,2
549415,3,,0,1
549444,2,,0,1
549537,4,,0,3
549540,6,,1,1
549541,5,,0,3
549562,13,,1,1
549598,9,2018.0,1,1
549612,1,,0,3
549686,2,,0,3
549715,3,,0,1
549751,1,,0,3
549757,3,,0,1
549858,2,,0,3
549862,2,,0,3
549982,4,,0,1
550058,6,,1,3
550173,3,,0,1
550213,2,,0,3
550262,14,,1,3
550303,24,2013.0,1,0
550352,3,,0,3
550434,3,,0,1
550519,3,,0,1
550539,16,,1,1
550575,20,,1,4
550598,18,,1,2
550686,4,,0,1
550769,9,,1,4
550834,24,,1,0
550839,5,,0,3
550856,3,,0,1
550896,2,,0,1
551055,3,,0,4
551154,3,,0,3
551248,7,,1,3
551296,3,,0,4
551300,1,,0,3
551313,18,,1,4
551391,3,,0,3
551429,2,,0,1
551510,2,,0,3
551533,24,2014.0,1,0
551652,3,,0,1
551710,14,,1,3
551809,2,,0,1
551828,2,,0,3
551833,6,,1,3
551837,4,,0,3
551938,2,,0,3
551946,2,,0,1
551961,23,2017.0,1,0
551975,2,,0,4
551981,3,,0,1
552016,3,,0,3
552221,24,,1,0
552235,24,2016.0,1,0
552278,3,,0,4
552328,3,,0,4
552364,5,,0,3
552441,14,,1,2
552546,24,2016.0,1,0
552568,24,,1,0
552576,2,,0,3
552669,3,,0,4
552747,8,,1,1
552755,14,2017.0,1,1
552776,22,2017.0,1,0
552818,4,,0,3
552823,8,,1,4
552936,20,,1,4
552945,21,,1,4
552965,23,,1,0
552966,4,,0,4
553018,24,,1,0
553061,1,,0,1
553089,3,,0,1
553254,3,,0,3
553261,2,,0,1
553389,3,,0,3
553396,3,,0,1
553412,3,,0,3
553453,6,,1,3
553530,1,,0,1
553558,3,,0,3
553567,13,2017.0,1,4
553879,10,,1,1
553936,24,2015.0,1,0
553943,2,,0,1
553944,24,,1,0
553954,5,,0,3
553956,3,,0,1
553973,1,,0,3
554104,5,,0,3
554136,3,,0,3
554155,7,,1,4
554255,13,,1,4
554442,2,,0,1
554449,8,,1,1
554453,3,,0,1
554487,2,,0,3
554572,24,2014.0,1,0
554636,2,,0,1
554712,19,,1,3
554761,3,,0,4
554888,13,2017.0,1,4
554983,6,,1,1
555001,4,,0,3
555024,22,2017.0,1,0
555050,3,,0,4
555081,1,,0,3
555102,2,,0,3
555112,16,2017.0,1,4
555118,3,,0,1
555205,4,,0,1
555218,13,,1,4
555298,2,,0,1
555301,4,,0,1
555398,3,,0,3
555517,21,,1,0
555541,3,,0,3
555576,4,,0,1
555745,3,,0,1
555831,13,2018.0,1,3
555947,12,,1,1
556050,4,,0,1
556136,2,,0,3
556164,4,,0,4
556188,2,,0,1
556266,2,,0,3
556313,2,,0,3
556453,4,,0,3
556492,15,,1,2
556622,5,,0,3
556626,2,,0,3
556649,2,,0,3
556688,4,,0,4
556755,24,2018.0,1,0
556778,3,,0,3
556808,5,,0,3
556865,8,,1,1
556879,19,,1,4
556958,1,,0,3
556982,7,,1,3
557138,15,,1,2
557289,4,,0,3
557458,2,,0,1
557469,24,2016.0,1,0
557500,3,,0,3
557519,1,,0,1
557525,2,,0,3
557597,20,,1,4
557633,5,,0,3
557640,3,,0,1
557723,3,,0,3
557739,2,,0,1
557752,11,,1,3
557852,24,2014.0,1,0
557867,3,,0,3
557872,3,,0,4
557880,2,,0,1
557932,6,,1,1
557996,2,,0,3
558040,7,,1,1
558097,8,,1,1
558138,22,,1,0
558248,24,2015.0,1,0
558258,12,,1,4
558288,24,,1,0
558451,4,,0,1
558469,24,2016.0,1,0
558511,13,,1,2
558543,9,,1,1
558598,2,,0,1
558686,2,,0,3
558854,8,,1,3
558969,3,,0,1
559005,13,,1,2
559007,3,,0,4
559016,3,,0,1
559111,12,,1,4
559124,2,,0,1
559127,18,2017.0,1,4
559233,19,,1,3
559261,11,2018.0,1,4
559279,2,,0,3
559304,6,,1,3
559342,6,,1,1
559362,2,,0,4
559388,3,,0,4
559483,2,,0,1
559519,18,,1,2
559576,2,,0,3
559619,23,2017.0,1,3
559622,2,,0,1
559657,24,,1,0
559721,13,,1,4
559723,3,,0,1
559726,4,,0,1
559879,3,,0,3
560024,1,,0,3
560104,3,,0,3
560149,4,,0,4
560283,11,2018.0,1,1
560505,9,,1,3
560528,5,,0,4
560597,14,,1,2
560713,3,,0,3
560714,5,,0,3
560936,6,,1,3
560990,11,,1,1
561041,3,,0,3
561053,3,,0,1
561072,3,,0,3
561092,3,,0,3
561107,2,,0,3
561219,3,,0,3
561228,4,,0,1
561251,2,,0,3
561284,5,,0,4
561307,21,,1,4
561321,4,,0,1
561413,2,,0,3
561481,3,,0,1
561520,4,,0,3
561570,4,,0,3
561620,4,,0,4
561621,7,,1,3
561640,6,,1,1
561654,2,,0,1
561722,24,2016.0,1,0
561801,16,,1,2
561873,4,,0,4
561874,2,,0,3
561917,19,,1,4
561933,20,,1,4
561961,3,,0,1
561981,14,2017.0,1,4
562084,2,,0,3
562093,3,,0,3
562234,4,,0,1
562305,2,,0,3
562324,24,2016.0,1,0
562358,20,,1,4
562361,14,,1,2
562376,2,,0,1
562404,3,,0,4
562411,4,,0,3
562501,24,,1,0
562510,16,2017.0,1,4
562588,11,,1,4
562644,5,,0,3
562655,7,,1,3
562661,14,,1,2
562677,4,,0,1
562703,24,,1,0
562734,4,,0,3
562737,2,,0,3
563076,4,,0,4
563086,4,,0,1
563094,16,,1,2
563142,23,,1,0
563188,2,,0,1
563217,3,,0,1
563386,10,,1,4
563410,4,,0,1
563428,24,2015.0,1,0
563587,3,,0,3
563633,3,,0,4
563749,3,,0,3
563774,7,,1,3
563945,5,,0,1
563977,4,,0,4
563981,3,,0,3
564111,5,,0,3
564114,4,,0,1
564138,4,,0,3
564141,3,2018.0,1,4
564201,2,,0,4
564305,15,,1,2
564449,4,,0,3
564650,2,,0,3
564707,4,,0,3
564813,19,,1,4
564838,22,,1,0
564841,4,,0,4
564882,3,,0,3
564909,4,,0,3
564959,3,,0,1
564973,2,,0,3
565008,17,,1,4
565040,2,,0,1
565041,3,,0,3
565074,24,2016.0,1,0
565133,3,,0,3
565171,2,,0,1
565227,24,,1,0
565242,13,,1,4
565351,3,,0,3
565452,5,,0,1
565533,1,,0,3
565602,4,,0,1
565634,24,2014.0,1,0
565690,4,2018.0,1,1
565710,5,,0,3
565787,24,2015.0,1,0
565805,3,,0,3
565811,2,,0,3
565841,13,,1,3
565876,4,,0,1
565900,2,,0,3
565960,3,,0,3
565991,14,,1,3
566033,24,2016.0,1,0
566165,3,,0,3
566182,4,,0,1
566343,24,2015.0,1,0
566374,5,,0,1
566550,20,,1,4
566630,3,,0,3
566640,2,,0,1
566663,24,2016.0,1,0
566696,2,,0,3
566714,3,2018.0,1,3
566737,3,,0,1
566767,4,,0,1
566802,24,2016.0,1,0
566808,2,,0,3
566851,3,,0,3
566951,6,,1,1
566957,5,,0,1
566961,2,,0,1
566991,12,,1,1
567048,4,,0,1
567070,2,,0,4
567082,24,2016.0,1,0
567151,12,,1,3
567210,7,,1,3
567219,20,,1,4
567227,3,,0,3
567256,2,,0,3
567261,3,,0,4
567319,3,,0,1
567412,3,,0,3
567420,3,,0,1
567571,3,,0,3
567670,16,,1,2
567805,23,,1,3
567865,11,,1,3
567875,5,,0,4
568111,6,,1,4
568171,4,,0,4
568172,4,,0,3
568205,14,,1,2
568286,3,,0,3
568329,3,,0,1
568442,1,,0,1
568484,3,,0,4
568525,3,,0,1
568547,3,,0,4
568594,5,,0,3
568667,24,,1,0
568678,2,,0,3
568681,24,,1,0
568712,3,,0,4
568734,2,,0,3
568769,2,,0,1
568786,3,,0,3
568798,11,,1,4
568814,5,,0,3
568870,2,,0,1
568880,2,,0,1
568953,3,,0,4
569188,20,2017.0,1,4
569236,2,,0,3
569313,3,,0,1
569315,2,,0,4
569319,5,,0,3
569347,5,,0,3
569369,6,,1,3
569603,2,,0,3
569677,15,,1,4
569720,5,,0,3
569769,14,2018.0,1,4
569846,12,,1,3
569880,3,,0,1
569940,2,,0,1
569972,17,,1,4
570116,2,,0,3
570299,2,,0,1
570318,3,,0,1
570406,3,,0,1
570469,3,,0,1
570531,24,2014.0,1,0
570600,5,,0,3
570637,5,,0,4
570668,24,2014.0,1,0
570683,2,,0,1
570784,3,,0,3
570796,3,,0,1
570806,2,,0,3
570920,3,,0,1
570971,14,,1,4
571017,3,,0,4
571123,6,,1,3
571163,2,,0,1
571169,17,,1,4
571180,2,,0,1
571215,3,,0,3
571239,4,,0,3
571340,13,,1,4
571406,24,2014.0,1,0
571409,22,,1,0
571479,24,,1,0
571498,6,,1,3
571603,14,,1,4
571643,2,,0,3
571670,3,,0,1
571760,3,,0,3
571845,24,2016.0,1,0
571942,2,,0,3
571964,2,,0,4
571970,3,,0,3
571992,3,,0,1
572015,2,,0,3
572045,12,,1,4
572062,24,2013.0,1,0
572066,19,,1,3
572073,3,,0,1
572094,10,,1,3
572263,3,,0,3
572265,2,,0,3
572282,2,,0,3
572345,2,,0,1
572410,3,,0,3
572448,21,,1,4
572463,24,2016.0,1,0
572505,17,,1,4
572547,6,,1,1
572647,9,,1,3
572663,2,,0,1
572668,4,,0,4
572768,22,,1,0
572811,4,,0,4
572812,18,2017.0,1,1
572836,13,2017.0,1,1
572890,10,,1,4
572927,9,,1,1
573078,12,,1,3
573217,4,,0,4
573290,16,,1,2
573332,3,,0,4
573344,2,,0,1
573347,24,,1,0
573446,1,,0,3
573458,2,,0,1
573475,3,,0,1
573505,3,,0,3
573649,5,,0,4
573661,20,,1,0
573681,2,,0,1
573830,20,,1,4
573897,2,,0,3
573954,3,,0,3
573964,5,,0,3
573972,2,,0,3
573986,10,2018.0,1,4
573995,20,,1,3
574005,19,,1,3
574081,12,,1,3
574163,2,,0,3
574302,10,,1,3
574330,2,,0,3
574391,9,,1,3
574492,24,,1,0
574506,13,,1,1
574542,2,,0,1
574560,24,2016.0,1,0
574613,24,,1,0
574627,24,,1,0
574640,2,,0,1
574674,3,,0,1
574688,24,,1,0
574723,11,,1,3
574726,2,,0,1
574745,24,,1,0
574771,2,,0,4
574835,3,,0,1
574899,5,,0,1
574930,17,,1,4
575015,17,2017.0,1,3
575030,10,,1,3
575070,2,,0,3
575089,24,,1,0
575123,3,,0,3
575145,24,2014.0,1,0
575147,3,,0,1
575342,14,2017.0,1,3
575411,24,,1,0
575434,2,,0,1
575487,14,,1,2
575571,3,,0,1
575573,3,,0,1
575574,2,,0,1
575612,5,,0,3
575818,4,,0,1
575821,10,,1,3
575833,2,,0,1
575844,2,,0,1
575849,3,,0,4
575948,4,,0,3
576051,2,,0,3
576057,21,,1,4
576071,4,,0,3
576074,3,,0,1
576110,2,,0,1
576176,21,,1,0
576184,6,,1,1
576217,3,,0,1
576294,3,,0,1
576345,5,,0,4
576354,3,,0,3
576363,4,,0,3
576498,4,,0,3
576576,2,,0,1
576587,2,,0,4
576654,24,,1,0
576658,16,2018.0,1,2
576690,2,,0,4
576692,2,,0,3
576716,4,,0,3
576736,16,,1,3
576871,2,,0,3
576878,2,,0,1
576911,5,,0,1
576936,3,,0,3
576947,6,,1,4
577124,5,,0,3
577151,16,,1,2
577156,2,,0,1
577195,22,,1,0
577232,24,2015.0,1,0
577265,4,,0,1
577278,4,,0,1
577322,2,,0,3
577360,2,,0,1
577374,5,2018.0,1,1
577386,4,,0,3
577398,3,,0,1
577405,2,,0,3
577467,5,,0,4
577501,5,,0,4
577535,2,,0,3
577726,7,,1,3
577795,3,,0,1
577844,2,,0,1
577860,11,,1,1
577872,11,2018.0,1,4
577901,19,2017.0,1,1
577998,24,2015.0,1,0
578013,3,,0,3
578020,9,,1,1
578114,3,,0,3
578167,2,,0,1
578203,6,,1,3
578234,18,2017.0,1,1
578688,5,,0,4
578751,24,2016.0,1,0
578788,16,2017.0,1,4
578811,3,,0,3
578837,4,,0,3
578944,1,,0,3
578998,2,,0,1
579005,2,,0,3
579015,6,,1,3
579034,2,,0,1
579093,18,,1,4
579245,24,2016.0,1,0
579283,11,,1,3
579318,2,,0,1
579322,3,,0,1
579377,3,,0,3
579424,7,,1,4
579438,17,,1,4
579581,3,,0,3
579584,24,2014.0,1,0
579684,11,2018.0,1,4
579710,7,,1,4
579726,4,,0,1
579785,16,2018.0,1,4
579847,3,,0,1
579883,18,,1,1
579890,2,,0,3
579931,4,,0,1
579943,6,,1,3
579990,3,,0,1
580068,17,2017.0,1,4
580159,9,,1,1
580169,4,,0,3
580201,9,,1,1
580212,3,,0,1
580324,3,,0,3
580341,2,,0,1
580356,2,,0,3
580472,3,,0,3
580493,12,,1,1
580500,16,,1,2
580508,2,,0,3
580554,2,,0,1
580586,3,,0,3
580592,24,2013.0,1,0
580628,24,,1,0
580834,4,,0,3
580979,18,,1,4
581007,4,,0,3
581079,3,,0,3
581260,3,,0,4
581294,1,,0,4
581380,24,2015.0,1,0
581396,5,,0,4
581419,24,,1,0
581427,5,,0,3
581481,1,,0,3
581513,4,,0,1
581531,4,,0,1
581533,3,,0,4
581596,4,,0,1
581651,21,,1,4
581661,2,,0,3
581668,3,,0,1
581682,4,,0,3
581712,3,,0,3
581913,13,,1,3
581999,5,,0,4
582066,3,,0,3
582067,21,,1,4
582097,24,2015.0,1,0
582166,24,2015.0,1,0
582244,24,,1,0
582256,24,2016.0,1,0
582257,1,,0,3
582364,2,,0,1
582427,3,2018.0,1,4
582429,10,2018.0,1,4
582493,1,,0,1
582646,14,,1,3
582674,18,,1,2
582690,3,,0,4
582843,23,,1,0
582861,6,,1,4
582874,16,,1,3
582883,2,,0,3
582929,3,,0,3
582930,3,,0,4
582990,21,2017.0,1,0
583003,10,,1,3
583005,2,,0,3
583165,24,2013.0,1,0
583175,15,2017.0,1,4
583223,4,2018.0,1,3
583227,2,,0,3
583252,4,,0,3
583271,22,,1,0
583272,15,,1,4
583327,7,,1,3
583415,3,,0,4
583513,2,,0,1
583539,2,,0,3
583565,2,,0,3
583601,21,,1,4
583610,4,,0,3
583648,4,,0,3
583670,6,,1,1
583718,10,,1,1
583754,17,,1,3
583788,22,,1,0
584017,2,,0,3
584173,3,,0,3
584285,3,,0,3
584377,2,,0,1
584405,3,,0,4
584426,24,2013.0,1,0
584458,1,,0,3
584463,3,,0,3
584536,3,,0,3
584537,3,,0,4
584564,3,,0,1
584727,4,,0,1
584737,20,,1,0
584782,17,,1,3
584796,21,,1,4
584833,12,,1,1
584845,2,,0,3
584880,4,,0,1
585039,2,,0,1
585066,24,,1,0
585082,5,,0,1
585162,24,2016.0,1,0
585271,10,,1,1
585275,3,,0,1
585277,4,2018.0,1,4
585316,8,,1,1
585357,3,,0,3
585377,3,,0,3
585386,3,,0,1
585420,9,,1,1
585495,24,2015.0,1,0
585509,18,,1,4
585629,1,,0,3
585642,2,,0,3
585756,2,,0,3
585780,3,,0,3
585793,3,,0,1
585850,6,,1,3
585853,1,,0,1
585854,3,,0,3
585947,3,,0,4
585975,3,,0,1
585976,23,,1,0
585978,10,,1,1
586056,6,,1,4
586076,18,,1,2
586100,3,,0,3
586164,3,,0,3
586191,6,,1,3
586199,13,,1,4
586365,13,,1,3
586401,11,,1,1
586446,4,,0,1
586542,2,,0,4
586686,3,,0,1
586711,3,,0,3
586734,6,,1,1
586753,2,,0,1
586870,2,,0,4
586891,3,,0,3
586944,3,,0,3
587136,14,2017.0,1,3
587196,18,,1,3
587284,13,,1,3
587378,2,,0,1
587420,4,,0,3
587480,2,,0,4
587543,18,,1,3
587591,4,,0,3
587619,3,,0,3
587623,3,,0,3
587633,5,,0,3
587769,24,,1,0
587800,2,,0,1
587867,6,,1,1
588015,4,,0,1
588095,3,,0,4
588220,3,,0,3
588237,3,,0,3
588292,17,2017.0,1,1
588445,2,,0,3
588516,3,,0,3
588657,3,,0,3
588789,2,,0,3
588864,23,,1,0
588917,3,,0,1
588943,13,2018.0,1,4
588980,2,,0,3
588993,21,,1,4
589074,16,2018.0,1,4
589101,5,,0,1
589394,24,,1,0
589427,12,,1,4
589430,18,2017.0,1,3
589466,7,,1,3
589580,2,,0,3
589745,1,,0,1
589765,6,,1,1
589795,6,,1,4
589818,22,,1,0
589840,5,,0,3
590012,24,2016.0,1,0
590025,12,,1,3
590098,3,,0,3
590246,5,,0,3
590280,3,,0,1
590301,4,,0,3
590393,22,,1,4
590485,3,,0,1
590514,3,,0,1
590621,23,,1,0
590647,5,,0,1
590727,11,2018.0,1,3
590752,2,,0,3
590778,8,,1,1
590936,3,,0,1
590981,8,,1,4
590989,6,,1,1
591174,11,,1,3
591234,22,,1,4
591272,2,,0,1
591367,4,,0,3
591377,3,,0,4
591414,15,,1,2
591476,17,,1,4
591547,2,,0,3
591576,24,,1,0
591579,20,,1,3
591608,4,,0,3
591641,8,,1,4
591731,3,,0,3
591758,3,,0,3
591841,4,,0,3
591854,4,,0,3
592003,13,,1,2
592034,15,,1,2
592064,11,,1,3
592088,2,,0,3
592145,2,,0,1
592213,24,2015.0,1,0
592218,23,2017.0,1,0
592251,3,,0,1
592302,11,,1,4
592350,2,,0,4
592431,2,,0,1
592485,2,,0,1
592515,24,,1,0
592532,24,,1,0
592966,3,,0,1
592992,8,,1,1
593007,4,2018.0,1,3
593039,13,,1,4
593116,2,,0,4
593190,3,,0,1
593252,11,,1,1
593277,12,,1,4
593327,11,2018.0,1,4
593340,5,,0,3
593386,13,,1,2
593421,2,,0,1
593506,3,,0,4
593651,4,,0,1
593684,2,,0,1
